,normalizedTitle_onetName,jobDescription
184051,Credit Analysts,"Escolaridad Licenciatura en Actuaria, Ingenieria o Administracion Financiera Experiencia Recien egresado o con experiencia laboral Conocimientos especificos (idioma, conocimiento tecnico o certificacion) -Dominio del idioma Ingles -Logica de Programacion para el manejo de bases de datos (idealmente conocimiento en SAS, SQL) Competencias Habilidades estadisticas y analiticas Habilidades de mapeo de procesos Habilidades de comunicacion Habilidades de negociacion Horario de trabajo 9 am - 7 pm Jornada Laboral Lunes a Viernes Objetivo y Funciones principales Analisis de informacion crediticia del portafolio de credito al consumo Analisis de procesos del portafolio de credito al consumo Automatizacion de reportes de seguimiento Documentacion de Estrategia y Procesos ."
120176,Credit Analysts,"In the role of Registered Nurse, you will plan, implement and evaluate nursing regimens for an assigned number of patients\. You will also collaborate with Physician and other Health team members in meeting total health care needs of patients\. Further, you will serve as the primary Nurse and/or Team Leader in the delivery of nursing care\. **Job Responsibilities Include:** + Assesses, plans, implements and evaluates the nursing care of the assigned patients\. - Performs admission assessments evidenced by documentation on Nursing Care Plans and Nurses notes\. - Reassesses patients Q shift, and with change of condition\. - Keeps the supervisor and/or designee informed of changes in patient's condition and/or treatments\. - Collaborates with other health team members when follow\-up is necessary\. - Explains procedures to patient before they are performed\. - Administers patient care considering the patient's privacy and dignity as a human being\. - Acts rapidly and effectively during any emergency situation, managing self, patients and other employees\. - Contributes to the evaluation of patient care through participating in unit performance Improvement activities\. + Collaborates with Health Team Members in planning and carrying\-out treatment regimen\. - Interprets and implements treatment regimen as prescribed by Physician\. - Assists the Physician/Residents during treatments and/or diagnostic procedures\. - Makes observations of and reports patient's condition during treatments and procedures + Provides and maintains a safe, clean, noise\-controlled environment for patients to reduce stress and anxiety\. - Maintains vigilance over patients ensuring safety precautions/needs are followed\. \(Side rails up, call lights and bedside stand within reach, etc\.\) - Applies scientific principles in performing established nursing procedures\. - Provides a calm, quiet, restful atmosphere; communicates with the patient's family or caretakers\. - Maintains principles of universal precautions and infection control\. + Participates in patient education\. - Provides the patient with explanation of his/her condition as indicated\. - Communicates assessment data by recording, updating and verbalizing pertinent information to Health Team members and to appropriate agencies\. - Recognizes and utilizes health teaching opportunities and resources/materials available\. - Provides early discharge planning and appropriate referrals by giving home instructions to patients and caretakers\. - Evaluates the teaching by feedback from patient/family and documents same\. + Documents the patient's medical record with observations and action taken during patient's hospital stay\. - Keeps documentation of patient's treatment, activity and condition, as well as patient's responses to medical and nursing interventions\. - Uses the method of documentation according to the policy of the Nursing Department\. + Performs in whichever capacity staffing level necessitates\. - Assumes charge responsibilities when assigned\. - Assists in extended orientation of new staff\. - Attends nursing, hospital committees as assigned\. + Graduate from an accredited School of Nursing\. Bachelor's Degree in Nursing, preferred\. Must be enrolled in an accredited program within 24 months of employment, if hired after September 1, 2010 and obtain a BSN degree within five \(5\) years of employment date\. + Current license to practice as a Registered Professional Nurse in New York State\. + Minimum one to two years experience in a hospital setting\. **Our Culture** Transforming care, optimizing patient satisfaction and creating better patient outcomes are just some of the things our talented team members are doing at North Shore\-LIJ each and every day\. As a culture committed to providing our customers with the highest quality service, we stand behind our core values: Patients first; Caring; Excellence; Innovation; Integrity and Teamwork\. It is our commitment and our culture that sets us apart from others and is the cornerstone of everything we do\. Join an organization whose team members are valued, cared for and offered continuous opportunities to grow\. Click on the link to learn more about us: www\.northshorelij\.com/goals _Please note: North Shore\-LIJ is a smoke\-free environment\._ _Smoking and the use of tobacco products is strictly prohibited anywhere on campus, including parking lots and outdoor areas on the premises\. Free smoking cessation programs and quit medications are offered to team members who wish to quit through the North Shore\-LIJ Center for Tobacco Control\._ **Job:** _Registered Nurse_ **Title:** _RN, Medical Surgical Float Team \(Experience Preferred\)_ **Location:** _Nassau County\-Plainview\-Plainview Hospital_ **Requisition ID:** _0006AG_"
73565,Credit Analysts,"McKesson is in the business of better health and we touch the lives of patients in virtually every aspect of healthcare. It starts with the chain of events you initiate when you work with McKesson Pharmaceutical - a chain that extends across the country and results in millions of people getting more from their healthcare. As the leader in pharmaceutical distribution and supply chain management, McKesson Pharmaceutical delivers vital branded and generic pharmaceuticals, as well as over-the-counter products, to more than 40,000 customers in three primary segments: retail chains, independent retail pharmacies and institutional providers such as hospitals, health systems, integrated delivery networks and long-term care providers. We base our distribution excellence on electronic order processing, asset management tools, a commitment to Six Sigma methodology, order accuracy and supply chain safety. We work with our customers on solutions - including supply management technology, world-class marketing programs, managed care and repackaging products and services - that help them meet their business and quality goals. Our entire team works to ensure patients receive their medications efficiently and begin the process of healing. As the nations largest pharmaceutical distributor, US Pharmaceutical is committed to driving total pharmacy health for customers and ensuring that customers receive the right drug at the right time, every time. This commitment is underpinned by McKessons focus on providing customers with the industrys highest product availability, intelligent ordering capabilities and unmatched service accuracy. Join our team of leaders to begin a rewarding career. Current Need This is a working Team Lead role supporting the Customer Rebate function of the US Pharma business. Well developed knowledge in accounting, business analysis, and process improvement are necessary in this role. This position will assist the rebates team with interpretation and analysis of customer agreements ensuring the integrity of financial information. Position Description * Read and interpret customer agreements and ensure payments are contractually compliant * Perform detailed analysis and review of processes/transactions with a strict adherence to GAAP, Company and SOX compliance and policies * Ensure all accruals / rebate calculations are updated/reviewed for the month end close process * Ensure the month end close process is completed accurately and timely * Perform draft reviews of agreements/internal documents, provide feedback/recommendations to business partners * Facilitate and monitor the workload distribution and completion of tasks for assigned regions * Provide feedback to Sr. Manager on performance, strengths and weaknesses of ISMC analysts * Participate as required in performance management and development of ISMC analysts * Be a champion of the One Rebates culture through collaboration and information sharing * Perform review of monthly general ledger reconciliations and provide guidance to analysts to ensure appropriate action is taken * Research, review and resolve all general ledger reconciling items * Process payments and reporting to customers for assigned rebates * Research and resolve issues related to customer rebate payments * Assist the accountants with monthly P&L analysis for customer rebate accounts * Monitor, coordinate and review monthly reporting * Identify opportunities and implement solutions for process and profitability improvements * Participate in development of standardized and streamlined processes related to automated system * Identify and communicate best practices and/or opportunities to strengthen controls * Use the various McKesson systems (BW, SAP, SMO, etc) to extract data for purposes of rebate accruals and analysis * Provide monthly accrual and analysis reporting for customer rebates to management for review * Assist in departmental process improvement teams * Track and report to help prioritize and clarify issues * Special Projects and analysis as requiredQualifications Minimum Requirements 5+ years accounting experience Critical Skills * Accounting or finance experience * Complex analysis and keen problem solving skills. * Intermediate to advanced knowledge of MS Excel and use of an ERP system. * Demonstrated leadership experience to include leading teams, providing coaching/mentoring to others or managing projects * Prior experience with conflict resolution * Strong verbal and written communication skills * Ability to identify process improvement and lead initiatives Additional Knowledge & Skills * Experience with understanding/interpreting contractual agreements highly preferred. * Presentation skills with the ability to lead meetings * Ability to adapt to a fast pace and changing environment * Strong work ethics * Accountability * Self starter Education 4-year degree in accounting or related field or equivalent experience Benefits & Company Statement McKesson believes superior performance  individual and team  that helps us drive innovations and solutions to promote better health should be recognized and rewarded. We provide a competitive compensation program to attract, retain and motivate a high-performance workforce, and its flexible enough to meet the different needs of our diverse employee population. We are in the business of better health and we touch the lives of patients in virtually every aspect of healthcare. We partner with payers, hospitals, physician offices, pharmacies, pharmaceutical companies and others across the spectrum of care to build healthier organizations that deliver better care to patients in every setting. But we cant do it without you. Every single McKesson employee contributes to our missionwhatever your title, whatever your role, you act as a catalyst in a chain of events that helps millions of people all over the globe. Talented, compassionate people are the future of our companyand of healthcare. At McKesson, youll collaborate on the products and solutions that help us carry out our mission to improve lives and advance healthcare. Working here is your opportunity to shape an industry thats vital to us all. McKesson is an equal opportunity and affirmative action employer -minorities/females/veterans/persons with disabilities. Qualified applicants will not be disqualified from consideration for employment based upon criminal history. .Agency Statement No agencies please. **Category**: *Finance and Accounting*"
136092,Credit Analysts,"Escolaridad Licenciatura en Administracion o Relacionadas con proceso de informacion Experiencia En Analisis de Credito y manejo de informacion Conocimientos especificos (idioma, conocimiento tecnico o certificacion) Manejo de Office, conocimientos de analisis de credito Competencias Iniciativa Trabajo bajo presion Disciplina y apego a las normas Responsabilidad y buen juicio Horario de trabajo 9 a 14 y de 16 a 19 hrs. Jornada Laboral Lunes a Viernes Objetivo y Funciones principales Capacidad de analisis Manejo de informacion Analisis de procesos. ."
141717,Credit Analysts,"RETHINK. REDEFINE. REINVENT. We set out to create an organization that provides unparalleled service in the development and execution of business solutions. With an approach that recognizes both our employee and our clients as individuals, we make it our business to understand what matters most. Level 3 Analyst, Delivery Assistance Team In this role you are the escalation point for user issues, as well as support of tasks assigned by the identity management team. Your primary duty is to assist customers to effectively utilize and access firm resources to meet the firm&apos;s business objectives. Primary Responsibilities include: Problem resolution Gather complete information from service tickets and users, documents the steps taken, researches the knowledgebase and documentation for known solutions, isolates causes and takes restorative actions while minimizing disruption to the clients workload. Uses remote access utilities and other resources during the troubleshooting process and escalates issues to the correct and most appropriate team when necessary for further analysis and resolution. Communicate complex procedures or diverse information to resolve customer issues. Update system documentation and knowledge systems as appropriate. Responsiveness customer satisfaction Respond and communicate effectively with users in order to build trust and loyalty. Acts with an appropriate sense of urgency, follow-up with clients to ensure issues are resolved to the user&apos;s satisfaction, develop rapport through personal interaction. and provides courteous, friendly treatment. Teamwork Constructively interact with colleagues to resolve user issues in the most effective manner. Participate in team meetings and contributes suggestions and solutions to increase cooperation and effectiveness. Actively seeks, applies and documents knowledge gained from colleagues and outside resources and shares that knowledge with others. Continuing education Acquire and maintain expertise on infrastructure services including access management related product set and operating platforms. Minimum qualifications: Bachelors Degree or equivalent education and/or work experience Minimum of 2 years technical support or related experience in a user support environment Fundamental concepts of infrastructure services (Storage, Virtualization, Networking, Windows AD) Fundamental concepts of access controls (Users, Groups, Permissions, 2 Factor Authentication) Deductive logic, complex problem solving and excellent trouble shooting skills Ability to work staggered hours between 8am and 8pm for user support Desired Qualifications: Experience in the business of law or exposure to other professional services firms Prior experience supporting a Microsoft Windows based environment Demonstrated experience in technical writing and documentation Prior experience supporting Microsoft Lync based environment Prior experience with User Administration in a Windows based environment. Technical Proficiency in the following: Technical knowledge of Active Directory Technical knowledge of Microsoft Windows client and server Operating Systems (XP, 7, 2003 R2/2008 R2/2012 R2) Technical knowledge of Microsoft Lync We offer a competitive benefits package including, Health, Dental, Vision, and 401(k) programs NSource is committed to creating a diverse work environment and is proud to be an equal opportunity employer NSource is a military friendly employer Please submit your resume to careers@nsourcemanage.com"
290473,Credit Analysts,"Auto req ID 227333BR Position Title Loan Closing Analyst (MLO) Line of Business Operations Position City PA - Pittsburgh Location(s) PA - Pittsburgh Building Location Code PA685 - Liberty Commons-CLC Job Type Regular Job Status Full Time Position Overview As aQuality Controlwithin PNC'sFulfillmentorganization, you will be based inPittsburgh, PA. Job Profile * Closes varied and complex loans and may disburse loan funds. Prepares and/or reviews all loan documents for completeness and accuracy. * Reviews documentation and verifies work processes to ensure completeness, accuracy and conformance to established service levels and applicable policies and procedures. Prepares and/or reviews moderately complex loan closing documentation based on approval documentation. May be responsible for sharing best practices with team members and may recommend process improvement. May represent department on projects and initiatives. * Partners with internal and/or external business partners to route communications, documents or other action items to complete transactions. Identifies and may address exceptions and escalates appropriately. May interact with customers and/or have assigned accounts. * Provides responses and documentation to inquiries and ad hoc requests. Completes loan setup sheets and other necessary documentation for entry into the bank's loan system. * May schedule time frames for loan closings in light of loan commitments and customer needs. Core Competencies Manages Risk - Basic Experience * Assesses and effectively manages all of the risks associated with their business objectives and activities to ensure activities are in alignment with the banks and units risk appetite and risk management framework. Customer Focus - Basic Experience * Knowledge of the values and practices that align customer needs and satisfaction as primary considerations in all business decisions, and ability to leverage that information in creating customized customer solutions. Job Specific Competencies Accuracy and Attention to Detail - Working Experience * Understanding of the necessity and value of accuracy and attention to detail; ability to process information with high levels of accuracy. Decision Making and Critical Thinking - Basic Experience * Understanding of the issues related to the decision-making process; ability to analyze situations fully and accurately, and reach productive decisions. Effective Communications - Basic Experience * Understanding of effective communication concepts, tools and techniques; ability to effectively transmit, receive, and accurately interpret ideas, information, and needs through the application of appropriate communication behaviors. Flexibility and Adaptability - Working Experience * Knowledge of successful approaches, tools, and techniques for dealing with changes and adapting to a changing environment; ability to adapt as needed. Managing Multiple Priorities - Working Experience * Ability to manage multiple concurrent objectives, projects, groups, or activities, making effective judgments as to prioritizing and time allocation. Operational Functions - Working Experience * Knowledge of major functional processes and associated operating requirements; ability to apply this knowledge appropriately to diverse situations. Problem Management Process - Basic Experience * Knowledge of and ability to bring a reported problem to successful resolution. Products and Services - Working Experience * Knowledge of major products and services and product and service groups; ability to apply this knowledge appropriately to diverse situations. Standard Operating Procedures - Basic Experience * Knowledge of and ability to design, implement and evaluate standard operating procedures affecting daily and strategic business operations in order to increase operational efficiency. Preferences/Skills Prefer candidates that can work 7:30 am - 6:00 pm. Required Education and Experience Roles at this level typically require an Associates or equivalent degree as well as related experience or product knowledge to accomplish primary duties. Typically requires 3+ years experience. In lieu of a degree, a comparable combination of education and experience may be considered. Candidates being considered for this position will be subject to additional background checks as required by Consumer Financial Protection Bureau regulations. EEO Statement PNC provides equal employment opportunity to qualified persons regardless of race, color, sex, religion, national origin, age, sexual orientation, gender identity, disability, veteran status, or other categories protected by law Shift Daylight Total Hours Per Week 40 Travel <20% HR Job Code M01570 Loan Closing Analyst (MLO)"
191356,Credit Analysts,"Nos dedicamos al acondicionado de productos farmaceuticosy cosmeticos para consumo humano, alcanzando la completa satisfaccion de nuestros clientes con un servicio integral que rebase sus expectativas, siendo una extension de los mismos, mediante altos estandares de calidad, optimas instalaciones, personal capacitado y comprometido, inmerso en un proceso de mejora continua\. Solicitamos Ejecutivo de Ventas Farmaceutico \(OTC, Higienicos, Cosmetica\) Funciones Labor de ventas en canales de cadena de autoservicio, farmacias, medicos y hospitales Dar seguimiento a proyectos de lanzamientos Reporte mensual de ventas Indicadores de ventas Responsable, creativo y comprometido Requisitos Mas de dos anos de experiencia en puesto a fin Escolaridad; Bachillerato Edad; 27  50 anos Estado civil; indistinto Sexo; indistinto Zona de trabajo; TLALNEPANTLA Jornada: 9:00am a 18:30pm \(L \-V\) Contar con Automovil Ofrecemos Sueldo base; $12000 a $14000 \(segun aptitudes y experiencia\) Prestaciones de ley Seguro de vida Vales de despensa Pago semanal **INTERESADOS ENVIAR CV AL CORREO ARRIBA MENCIONADO**"
349567,Credit Analysts,"At Regions the Regions Business Capital Collateral Analyst provides direct customer service for clients with cash management and lending structures. This position provides analysis and reporting of client loan and collateral activity and monitors risk by utilizing advanced knowledge of bank's policies and procedures. Primary Responsibilities Analyze collateral documents and prepares management reporting for portfolio Manage the document review/exceptions process Work with relationship managers to ensure that reporting meets requirements of loan documents and ensures that collateral is in place to minimize risk Use complex mathematical formulas to analyze the level and quality of collateral and alerts relationship managers of pertinent trends affecting the value of the portfolio Prepare reports used by senior management for purpose of lending decisions and credit risk review Provide collateral and loan information to field audit team Input collateral information into the specialized Asset Based Lending Manager system to determine daily collateral position and borrowing availability Requirements High School Diploma or GED Asset Based Lending or Commercial Lending is a plus Must possess strong analytical aptitude, with the ability to calculate, understand, and validate lending formulas Analyze and evaluate data and facts Preferences College degree 1 year of related experience **Job** *Business/Commercial/Community Banking* **Title:** *Business Capital Collateral Analyst* **Location:** *Georgia-Atlanta* **Requisition ID:** *1511879*"
47782,Credit Analysts,"Title: Sr. Credit Analyst II Location: New York-Rochester-M%26T Place Other Locations: Together, M&T Bank and Wilmington Trust, a part of M&T Bank Corporation, represent one of the countrys leading depository and lending franchises, a premier wealth advisory firm, and the partner of choice for corporate transactions and structures. As one of strongest, most successful companies in the U.S financial services industry, M&T continues to grow, offering value to our shareholders and opportunity to qualified professionals. Join our team of over 15,000 professionals and youll understand what drives our longstanding success: a promise of exceptional client service, a commitment to our communities, a focus on building long-term relationships, and a dedication to being the best employer youll ever have. BASIC FUNCTION: Evaluate and determine the credit risks of commercial clients through detailed financial statement analysis, industry assessment, collateral valuation, cash flow analysis and the ability to repay annual debt service. POSITION RESPONSIBILITIES:  Review all pertinent credit and financial information, including reporting services, credit bureaus, and other companies.  Determine the need for more thorough investigation or additional information.  Analyze information statements and related materials.  Responsible for performing the analyses for the most complex businesses such as health care, real estate, and other specialized industries.  Prepare summary, present facts, and provides recommendation regarding credit-worthiness of client. Assign an overall risk rating to the credit request.  Participate in the structure of loan requests, where appropriate, to include suggestions on terms, conditions, collateral and guarantors.  Monitor credit policy compliance by verifying adherence to the Commercial Credit Policy, and commenting on any risk associated with non-compliance  Develop and maintain financial background information on present and prospective customers.  Develop credit analyses for use by lending officers or committees in the making of lending decisions on new credit approvals and renewals  Responsible for the training of junior/newly hired Credit Analysts.  May function as back up to Portfolio Manager when necessary.  Participate in various Departmental projects associated with the Credit Function.  Maintain an in-depth knowledge of accounting pronouncements and the effect on Bank credits.  Adhere to applicable compliance/operational risk controls in accordance with Company or regulatory standards and policies.  Promote an environment that supports diversity and reflects the M&T Bank brand.  Maintain M&T internal control standards, including timely implementation of internal and external audit points together with any issues raised by external regulators as applicable.  Complete other related duties as assigned.  May exercise usual authority of a manager concerning staffing, performance appraisals, promotions, salary recommendations, performance management and terminations. NATURE AND SCOPE: The incumbent primarily works on credit approvals of $30MM up. The incumbent works under general supervision. The position interacts with commercial banking relationship managers throughout the banks footprint as well as other internal personnel. MINIMUM QUALIFICATIONS REQUIRED:  Bachelor's Degree, or in lieu of a degree a minimum of 4 years work experience  Minimum 3 years prior experience in one or more of the following fields: commercial credit, public accounting, financial statement preparation/analysis, or other financial analysis  In lieu of a degree, a combined minimum of 7 years higher education and/or work experience, including a minimum 3 prior experience in one or more of the following fields: commercial credit, public accounting, financial statement preparation/analysis, or other financial analysis.  One year training/mentoring experience.  Excellent verbal and written communication skills. IDEAL QUALIFICATIONS PREFERRED:  3 years direct experience analyzing and/or underwriting large and complex commercial real estate transactions (including new construction, acquisitions, refinance/repurpose of existing properties, REIT financing).  MBA  Excellent analytical ability.  Ability to interact in a professional manner with all levels of personnel.  Team player.  In-depth knowledge of personal computers and related software programs and internal bank systems including Risk Analyst, AFS, CSS, CLAS. At M&T, we strive to be the best place our employees ever work, the best bank our customers ever do business with and the best investment our shareholders ever make. So when looking to advance your career, look to M&T. As a top 20 US bank holding company and one of the best performing regional banks in the country, we offer a wide range of performance based career development opportunities for talented professionals. And through our longstanding tradition of careful, conservative and consistent management and a strong commitment to the communities we serve, we continue to grow with a focus on the future. null"
96888,Credit Analysts,"Credit Interviewer Department: Patient Accounts Schedule: Full-Time Shift: Day shift Hours: 40 hrs Salary: $11.85-$16.17 Job Details: Education: Associates Degree or 2 years formal education or equivalent experience Medical Terminology required or successful completion of medical terminology course in the probationary period. Failure to complete medical terminology will result in termination of employment. Work Experience: Two (2) years work experience in customer service, healthcare or business related field. Keyboard  Computer Skills: Advanced keyboard, mouse, computer and Microsoft Windows skills. Must have knowledge and ability to learn, access and utilize 4+ of the computer programs listed below in the probationary, when appropriate for respective department. The applicant will be expected to learn and maintain proficiency in all other applications relative to the position.  Microsoft Word and Excel  Internet/Web Browser  Star  Current email system  Insurance verification systems  Smart Web  Cerner applications  OTG Scanning  Huron applications  Star cash posting and APEX Must be able to pass a typing test of at least 40 words per minute with under 6 errors. Other Entry Requirements: Above average oral and written communication skills and the ability to converse well on the telephone and in face-to-face situations is required. Applicant must be warm, friendly and sensitive to the feelings and concerns of others. Knowledge of current third-party payer reimbursement required. ORGANIZATION: Under the general supervision of the Manager, Patient Financial Services, and the Patient Financial Services coordinator. Organizational reports to the Director of Patient Financial Services. May receive input/instructions from Patient Financial Services Director. Working relations with all ancillary departments and co-workers. The ability to function responsibly in a minimally supervised work situation. Must be a self-starter and self-directed. Proven decision-making skills are required. SPECIFIC DUTIES: Supports the Mission, Vision and Values of Munson Healthcare Embraces and supports the Performance Improvement philosophy of Munson Healthcare. Has basic understanding of Relationship Based Care (RBC) principles, meets expectations outlined in Commitment To My Co-workers, and supports RBC unit action plans. Promotes personal and patient safety. Uses effective customer service/interpersonal skills at all times. Is required to meet minimum quality and productivity scores as defined by management. Works well under general guidance. Ability to handle a frequent demand of shifting priorities and deadlines with a broader scope of complexity. Responsible for data accuracy and input on Star. Handles questions from patients or interested persons concerning insurance, credit, or other problems relating to the hospital. Interviews in person or by phone, patients and relatives requesting payment arrangements or assistance. Resolves problems regarding insurance, lack of information, and provides financial assistance as required. Takes payments and makes payment arrangements on any unpaid balances. Verifies insurance benefits on problem accounts. Works daily and weekly reports. Works delinquent payment plans. Dictates and sends collection letters as required. Handles problem patient correspondence. Makes collection telephone calls. Handles incoming collection calls. Interviews prospective charity recipients and determines eligibilityRecords bad debt payments and provides information for collection agencies, in order to facilitate collection. Assists with Munson Healthcare Affiliate accounts: posts notes, bills insurance, receives payment, coordinates refunds, and makes collection calls. Refers uncollectables to the collection agency. Files claim with Probate Court against deceased patient's estate. Performs any other clerical duties relating to this job as directed by the Office Coordinator(s), Manager(s), or Director. Maintains the confidentiality of all information exposed to while an employee of Munson Medical Center. Performs other duties and responsibilities as assigned. Click Here to Apply Online"
99992,Credit Analysts,"/Join a financial group thats as committed to your future as you are. At MUFG, we share a vision for our future, we share our successes, and we strive to bring out the best in each other in everything we do. Our 14,000 diverse colleagues are connected by a common ambition to create change for the betterfrom forging more dynamic career paths, to driving progress in our communities, to continuously reshaping the standards of global financial services. Positive impact starts here; see the change you can make as we strive to become the worlds most trusted financial group. / */Job Summary: /* As a member of the credit stress testing team, this role is involved in all aspects of model development, implementation, and maintenance, in a challenging but intellectually interesting and collegial environment. In support of the banks overall credit risk management, Credit Risk Analyst assists in the development and management of a wide ranging inventory of models covering all aspects of credit loss analysis, including advanced internal ratings based methods, regulatory stress tests, economic capital, and more. Opportunities exist for wholesale (C&I or CRE) or retail and in ratings management or stress test management, depending on experience and interests. Positions exist as well with responsibilities more broadly focused project and governance management. */Major Responsibilities: /* Risk measurement, analysis, and methodology design including * Assist in developing, documenting, implementing or otherwise enhancing models for credit loss. * Working closely with business line and risk managers to assess and manage firm wide risk management * Working with model governance teams to develop methods and metrics for ensuring all models continue to perform as expected and within ranges agreed to by internal model audit and model management committees * Day-to-day execution of stress testing projects, which requires calculation of key risk parameters, utilizing data processing techniques, employing statistical methodology, as well as, documentation, back-testing and validation. Assist and direct junior analyst when necessary. Thought leadership, research, and ad hoc analysis * Expected to stay informed of research trends and market best practices, share information with the teams and management * Assist in the evaluation, development and deployment of systematic methodology improvements. * Assist in validating methodologies of vendor purchased models and tools and related infrastructure to inform modeling strategy * Day-to-day management and execution of risk related projects, including ad-hoc data manipulation and analysis, working closely with the other members of the team. Identify potential problems and improve the process. * Enhance bank's risk analytics, modeling and reporting with strong analytical abilities and risk methodology. * Typically requires a Bachelors degree; Graduate degree in a quantitative discipline MSc, MMF or PhD preferred (Statistics, Finance, Economics, Econometrics, Mathematics, etc.) * Bachelors degree with 3 years of experience in risk management or other analytical area; Graduate degree with 1 or 2 years of work experience in risk management or other analytical area preferred * In-depth knowledge of lending portfolios and credit risk modeling including Basel parameters estimation (PD, LGD, EAD, correlation) and bank credit loss forecasting modeling preferred * Ability to work in a dynamic environment under pressure, and undertake, execute and deliver on-time multiple concurrent projects * Working knowledge of SQL, SAS, R, Python or other programming languages * Excellent excel skills * Strong data process skills * Well-developed relationship management skills * Excellent written and verbal communication skills /The above statements are intended to describe the general nature and level of work being performed. They are not intended to be construed as an exhaustive list of all responsibilities, duties and skills required of personnel so classified. / We are proud to be an Equal Opportunity/Affirmative Action Employer and committed to leveraging the diverse backgrounds, perspectives and experience of our workforce to create opportunities for our colleagues and our business. We do not discriminate in employment decisions on the basis of any protected category. A conviction is not an absolute bar to employment. Factors such as the age of the offense, evidence of rehabilitation, seriousness of violation, and job relatedness are considered in all employment decisions. Additionally, its the banks policy to only inquire into a candidates criminal history after an offer has been made. Federal law prohibits banks from employing individuals who have been convicted of, or received a pretrial diversion for, certain offenses. **Job:** **Risk & Compliance* **Title:** *Credit Risk Analyst, Associate* **Location:** *CALIFORNIA-San Francisco* **Requisition ID:** *10005061WD* **Other Locations:** *CALIFORNIA-Irvine*"
359296,Credit Analysts,"The Credit Analyst will support the commercial lending function by providing timely and accurate evaluations of existing and potential commercial customers' creditworthiness. The Credit analyst will also maintain a culture of strong compliance within assigned realm of responsibilities. The primary responsibilities of the Credit Analyst will include: - Preparing credit write-ups which analyze the creditworthiness of commercial customers in support of approving authorities, culminating to an accurate, well-informed decision. - Creating concise and thorough analysis of the risks and factors of commercial loan relationships by analyzing financial statements including, income statements, balance sheets, tax returns, cash flow statements, etc. - Analyzing and spreading financial statements, preparing debt coverage analyses, and assessing financial conditions and collateral. - Completing at least annual reviews of larger commercial relationships. - Communicating effectively with company stakeholders in order to produce accurate and informative evaluations. - Demonstrating a knowledge and sensitivity to current regulatory environment. - Complying and adhering to policies and procedures. - Performing other duties as assigned. The minimum qualifications for the Credit Analyst Position are: - Bachelor's degree, preferably with an emphasis on finance, accounting, or economics. - Strong communication skills (written and verbal). - Deadline-focused and fast-paced personality. - Exceptional analytical and problem-solving skills. - Two (2)+ years experience is preferred. - Proficiency with Microsoft Office Suite - Knowledge of basic accounting principles is preferred. Banking Credit Analysis, Credit Analysis, Credit - Commercial, Microsoft Excel, Microsoft Word, Microsoft PowerPoint."
306274,Credit Analysts,"The CR Analystis the single point of contact for credit & risk-related queries and is accountable for customer credit risk. They control credit release, conduct customer credit analysis/assessment, and own customer credit updates. They are responsible for leading credit & risk related issue resolutions. * Assess credit risk for new and existing customers * Establish yearly credit limits * Handle release of orders from credit hold in line with DoA * Perform BSR grading * Follow Revenue Recognition/NOS certification process * Prepare DSO and AR forecasting/Year-end targets * Analyze AR components to drive action plans in reducing DSO * Follow the course of risk customers and determine actions to be taken * Arrange for forced collections and filing of suits * Prepare writing-off of uncollectible accounts * Understand credit policy and give instructions on credit communication * Handle AR & Tax reporting/certification * Collaborate with BPO (back end operation team in China) via CRM* * Participate in internal and external audits * Ensure monthly closure of AR books & reporting * Perform Quarterly & Yearly SOX certification & reporting This role is specific to the Salon Professionals business. Successful candidates will be part of the Salon Professionals team and employed, as of the start date arranged, by P&G. Please note that given P&Gs announcement of its intention to merge its Salon Professional business with Coty Inc, upon the anticipated closing, it is expected that the Salon Professionals business and the Salon Professionals team will be transferred to Coty Inc (or any of it's designated associated entities). Successful candidates, along with other employees supporting Salon Professionals, will continue working on the Salon Professionals business throughout. *REQUIREMENTS:* 1. Have strong academic credentials 2. Able to work independently as well 3. Have strong interpersonal and communication skills 4. Are excellent in cognitive thought and problem solving as in a team 5. Proficiency in Japanese language as the role requires managing orders and customer requests for the Japan Market **Job:** *Finance & Accounting* **Title:** *Finance- Credit Analyst (Salon Professional)* **Location:** *SG-Singapore-Singapore* **Requisition ID:** *FIN00003557*"
